Total marker:	98	
Marker Number	Point number of vertex 1	Point number of vertex 2
1	1	2
2	2	3
3	3	4
4	4	5
5	5	6
6	6	7
7	7	8
8	8	9
9	9	10
10	10	11
11	11	12
12	12	13
13	13	14
14	14	15
15	15	16
16	16	17
17	17	18
18	18	19
19	19	20
20	20	21
21	21	22
22	22	23
23	23	24
24	24	25
25	25	26
26	26	27
27	27	28
28	28	29
29	29	30
30	30	31
31	31	32
32	32	33
33	33	34
34	34	35
35	35	36
36	36	37
37	37	38
38	38	39
39	39	40
40	40	41
41	41	42
42	42	43
43	43	44
44	44	45
45	45	46
46	46	47
47	47	48
48	48	49
49	49	50
50	50	51
51	51	52
52	52	53
53	53	54
54	54	55
55	55	56
56	56	57
57	57	58
58	58	59
59	59	60
60	60	61
61	61	62
62	62	63
63	63	64
64	64	65
65	65	66
66	66	67
67	67	68
68	68	69
69	69	70
70	70	71
71	71	72
72	72	73
73	73	74
74	74	75
75	75	76
76	76	77
77	77	78
78	78	79
79	79	80
80	80	81
81	81	82
82	82	83
83	83	84
84	84	85
85	85	86
86	86	87
87	87	88
88	88	89
89	89	90
90	90	91
91	91	92
92	92	93
93	93	94
94	94	95
95	95	96
96	96	97
97	97	98
98	98	99
		
Total point:	99	
Point number	X	Y
1	1.000000000	2.97794E-05
2	1.000000000	0.065997929
3	1.000000000	0.135136435
4	1.000000000	0.202600425
5	1.000000000	0.26985596
6	0.994428969	0.332117725
7	0.977715877	0.394260372
8	0.955431755	0.443126008
9	0.926183844	0.49019801
10	0.899721448	0.524171676
11	0.864902507	0.551387718
12	0.832869081	0.568794898
13	0.798050139	0.572984625
14	0.753481894	0.535847475
15	0.775766017	0.46560026
16	0.77994429	0.426215914
17	0.724233983	0.416801056
18	0.732590529	0.283756048
19	0.699164345	0.360343974
20	0.669916435	0.34327124
21	0.650417827	0.323117486
22	0.679665738	0.468479695
23	0.632311978	0.490493513
24	0.646239554	0.538488675
25	0.662952646	0.596411816
26	0.618384401	0.631643088
27	0.643454039	0.69796859
28	0.662952646	0.749372343
29	0.605849582	0.762954021
30	0.622562674	0.820877162
31	0.637883008	0.882059999
32	0.582172702	0.862776719
33	0.551532033	0.92626631
34	0.532033426	0.879796767
35	0.515320334	0.839965731
36	0.455431755	0.883093113
37	0.465181058	0.746788411
38	0.440111421	0.764344488
39	0.408077994	0.786685878
40	0.36908078	0.808878372
41	0.388579387	0.740216336
42	0.41086351	0.68641649
43	0.355153203	0.662198999
44	0.383008357	0.570689323
45	0.35097493	0.555201767
46	0.316155989	0.533075704
47	0.331476323	0.40675854
48	0.30362117	0.407807689
49	0.281337047	0.404041746
50	0.30362117	0.2877419
51	0.250696379	0.327728705
52	0.270194986	0.231106143
53	0.253481894	0.235683001
54	0.222841226	0.254764697
55	0.233983287	0.149739774
56	0.201949861	0.147410112
57	0.199164345	0.005903185
58	0.176880223	0.039966189
59	0.158774373	0.09550011
60	0.168523677	0.164787513
61	0.175487465	0.271844304
62	0.206128134	0.315262608
63	0.189415042	0.342865782
64	0.169916435	0.372054134
65	0.227019499	0.463735614
66	0.175487465	0.460989041
67	0.192200557	0.537004288
68	0.14902507	0.55581797
69	0.176880223	0.627137242
70	0.155988858	0.631624762
71	0.125348189	0.632614353
72	0.114206128	0.71461296
73	0.160167131	0.712306205
74	0.168523677	0.768405934
75	0.126740947	0.825078343
76	0.143454039	0.883001484
77	0.079387187	0.861894792
78	0.119777159	0.940061025
79	0.079387187	0.922750055
80	0.045961003	0.913811666
81	0.079387187	0.986894792
82	0.029247911	0.957862209
83	0.034818942	1.000000000
84	-0.001392758	1.000000000
85	0	0.927631579
86	0.001392758	0.863516621
87	0	0.791118421
88	0.001392758	0.725358727
89	0.002785515	0.656309559
90	0	0.587171053
91	0.001392758	0.521411358
92	0.001392758	0.453977148
93	0	0.383223684
94	0.001392758	0.315819253
95	0.001392758	0.246740306
96	-0.001392758	0.18253601
97	0.001392758	0.113516621
98	0	0.042763158
99	0	0.001644737
