Total marker:	100	
Marker Number	Point 1	Point 2
1	1	2
2	2	3
3	3	4
4	4	5
5	5	6
6	6	7
7	7	8
8	8	9
9	9	10
10	10	11
11	11	12
12	12	13
13	13	14
14	14	15
15	15	16
16	16	17
17	17	18
18	18	19
19	19	20
20	20	21
21	21	22
22	22	23
23	23	24
24	24	25
25	25	26
26	26	27
27	27	28
28	28	29
29	29	30
30	30	31
31	31	32
32	32	33
33	33	34
34	34	35
35	35	36
36	36	37
37	37	38
38	38	39
39	39	40
40	40	41
41	41	42
42	42	43
43	43	44
44	44	45
45	45	46
46	46	47
47	47	48
48	48	49
49	49	50
50	50	51
51	51	52
52	52	53
53	53	54
54	54	55
55	55	56
56	56	57
57	57	58
58	58	59
59	59	60
60	60	61
61	61	62
62	62	63
63	63	64
64	64	65
65	65	66
66	66	67
67	67	68
68	68	69
69	69	70
70	70	71
71	71	72
72	72	73
73	73	74
74	74	75
75	75	76
76	76	77
77	77	78
78	78	79
79	79	80
80	80	81
81	81	82
82	82	83
83	83	84
84	84	85
85	85	86
86	86	87
87	87	88
88	88	89
89	89	90
90	90	91
91	91	92
92	92	93
93	93	94
94	94	95
95	95	96
96	96	97
97	97	98
98	98	99
99	99	100
100	100	1
		
Total point:	100	
Point number	X	Y
1	0	1
2	-0.094185779	1.497040093
3	-0.18799985	1.488172052
4	-0.187381315	0.982287251
5	-0.248689887	0.968583161
6	-0.463525492	1.426584774
7	-0.552186829	1.394664729
8	-0.425779292	0.904827052
9	-0.481753674	0.87630668
10	-0.803740192	1.266491888
11	-0.881677878	1.213525492
12	-0.63742399	0.770513243
13	-0.684547106	0.728968627
14	-1.093452941	1.026820659
15	-1.155769864	0.956135985
16	-0.809016994	0.587785252
17	-0.844327926	0.535826795
18	-1.31446002	0.722630511
19	-1.357240579	0.638668937
20	-0.929776486	0.368124553
21	-0.951056516	0.309016994
22	-1.452874742	0.373034831
23	-1.473430876	0.281071972
24	-0.992114701	0.125333234
25	-0.998026728	0.06279052
26	-1.5	9.18E-17
27	-1.497040093	-0.094185779
28	-0.992114701	-0.125333234
29	-0.982287251	-0.187381315
30	-1.452874742	-0.373034831
31	-1.426584774	-0.463525492
32	-0.929776486	-0.368124553
33	-0.904827052	-0.425779292
34	-1.31446002	-0.722630511
35	-1.266491888	-0.803740192
36	-0.809016994	-0.587785252
37	-0.770513243	-0.63742399
38	-1.093452941	-1.026820659
39	-1.026820659	-1.093452941
40	-0.63742399	-0.770513243
41	-0.587785252	-0.809016994
42	-0.803740192	-1.266491888
43	-0.722630511	-1.31446002
44	-0.425779292	-0.904827052
45	-0.368124553	-0.929776486
46	-0.463525492	-1.426584774
47	-0.373034831	-1.452874742
48	-0.187381315	-0.982287251
49	-0.125333234	-0.992114701
50	-0.094185779	-1.497040093
51	-1.84E-16	-1.50E+00
52	0.06279052	-0.998026728
53	0.125333234	-0.992114701
54	0.281071972	-1.473430876
55	0.373034831	-1.452874742
56	0.309016994	-0.951056516
57	0.368124553	-0.929776486
58	0.638668937	-1.357240579
59	0.722630511	-1.31446002
60	0.535826795	-0.844327926
61	0.587785252	-0.809016994
62	0.956135985	-1.155769864
63	1.026820659	-1.093452941
64	0.728968627	-0.684547106
65	0.770513243	-0.63742399
66	1.213525492	-0.881677878
67	1.266491888	-0.803740192
68	0.87630668	-0.481753674
69	0.904827052	-0.425779292
70	1.394664729	-0.552186829
71	1.426584774	-0.463525492
72	0.968583161	-0.248689887
73	0.982287251	-0.187381315
74	1.488172052	-0.18799985
75	1.497040093	-0.094185779
76	1	-1.84E-16
77	0.998026728	0.06279052
78	1.488172052	0.18799985
79	1.473430876	0.281071972
80	0.968583161	0.248689887
81	0.951056516	0.309016994
82	1.394664729	0.552186829
83	1.357240579	0.638668937
84	0.87630668	0.481753674
85	0.844327926	0.535826795
86	1.213525492	0.881677878
87	1.155769864	0.956135985
88	0.728968627	0.684547106
89	0.684547106	0.728968627
90	0.956135985	1.155769864
91	0.881677878	1.213525492
92	0.535826795	0.844327926
93	0.481753674	0.87630668
94	0.638668937	1.357240579
95	0.552186829	1.394664729
96	0.309016994	0.951056516
97	0.248689887	0.968583161
98	0.281071972	1.473430876
99	0.18799985	1.488172052
100	0.06279052	0.998026728
